0x1b8eaa0e	SCNANIMS_PC
0xf85fb2df	HG_BOSS_GOBLIN
0x42a1d665	HG_BOSS_MYSTIQUE
0x17cdfd44	HG_BOSS_RHINO
0x17dc210b	HG_BOSS_SABLE
0x90a32253	HG_BOSS_SHOCKER
0xdc15ebc7	HG_BOSS_SPIDERMAN
0x1814cf89	HG_BOSS_VENOM
0xd2b15d1f	HG_BOSS_WOLVERINE
0xa46140be	COMBO_WORDS
0xa46140be	combo_words
0x82e0899b	HG_HERO_PETER
0xdf7ab41e	HG_HERO_SPIDERMAN
0xdf7ab41e	HG_HERO_SPIDERMAN
0xf005f93a	HG_HERO_SPIDERMAN_EX_01
0xf005f93b	HG_HERO_SPIDERMAN_EX_02
0xf005f93c	HG_HERO_SPIDERMAN_EX_03
0x15310c1b	HERO_START
0x003ac42e	HERO
0x1189ab87	ultimate_spiderman
0x87e82473	MISSION_END_FAIL
0x2092aeeb	DEATH_RETRY_YES
0x87e82473	MISSION_END_FAIL
0xf93abe17	DEATH_RETRY_NO
0xac7b12ac	SUBDUED
0xeab8c538	ATTACK
0xfd07f90b	SPIDEY_SENSE
0x258c15e8	SPIDEY_SHOT_WEB
0x06ecec29	__enx
0x66a4c480	puppet_generic_in_service
0xb399c281	_ENTID_2607
0xa977fe68	c_alpha
0xb399c282	_ENTID_2608
0xa977fe68	c_alpha
0xb399c283	_ENTID_2609
0xa977fe68	c_alpha
0xb399c29b	_ENTID_2610
0xa977fe68	c_alpha
0x66644c2b	enabled
0x3f45d81d	hit_react_enabled
0x55a9aa41	hit_avoid_enabled
0x620fd7ac	unconscious_trigger
0x4549e934	CHASE_CAM
0xb399c29c	_ENTID_2611
0x1467436e	SPIDEY
0x15310c1b	HERO_START
0xad384aea	CITY_STRIP
0xad384aea	CITY_STRIP
0xad384aea	CITY_STRIP
0x00000d95	FO
0x00000d95	FO
0x00000d96	FP
0x00000d96	FP
0x00000dd8	HP
0x00000dd8	HP
0x00000df9	IP
0x00000df9	IP
0x00000d74	EO
0x00000d74	EO
0x00000db6	GO
0x00000db6	GO
0x00000d75	EP
0x00000d75	EP
0x00000db7	GP
0x00000db7	GP
0x00000dd7	HO
0x00000dd7	HO
0x00000df8	IO
0x00000df8	IO
0x00000d94	FN
0x00000d94	FN
0x00000dd6	HN
0x00000dd6	HN
0x00000e18	JN
0x00000e18	JN
0x00000d52	DN
0x00000d52	DN
0x00000db5	GN
0x00000db5	GN
0x00000df7	IN
0x00000df7	IN
0x00000d73	EN
0x00000d73	EN
0x00000d0a	BH
0x00000d0a	BH
0x00000e39	KN
0x00000e39	KN
0x00000f83	UN
0x00000f83	UN
0x00000d93	FM
0x00000d93	FM
0x00000dd5	HM
0x00000dd5	HM
0x00000e17	JM
0x00000e17	JM
0x00000edb	PK
0x00000edb	PK
0x00000d51	DM
0x00000d51	DM
0xce0b1c3f	FM_INT_C
0xce0b1c3f	FM_INT_C
0xce0b1c3e	FM_INT_B
0xce0b1c3e	FM_INT_B
0xce0b1c3d	FM_INT_A
0xce0b1c3d	FM_INT_A
0x00000db4	GM
0x00000db4	GM
0x00000df6	IM
0x00000df6	IM
0x00000d72	EM
0x00000d72	EM
0x00000ebb	OL
0x00000ebb	OL
0x00000d30	CM
0x00000d30	CM
0x00000e38	KM
0x00000e38	KM
0x00000ebc	OM
0x00000ebc	OM
0x00000d92	FL
0x00000d92	FL
0x00000dd4	HL
0x00000dd4	HL
0x00000e16	JL
0x00000e16	JL
0x00000e99	NK
0x00000e99	NK
0x00000e9a	NL
0x00000e9a	NL
0x00000edc	PL
0x00000edc	PL
0x00000d50	DL
0x00000d50	DL
0x8110df7c	FL_INT_A
0x8110df7c	FL_INT_A
0x8110df7e	FL_INT_C
0x8110df7e	FL_INT_C
0x00000db3	GL
0x00000db3	GL
0x00000df5	IL
0x00000df5	IL
0x00000d71	EL
0x00000d71	EL
0x00000e78	MK
0x00000e78	MK
0x00000efb	QJ
0x00000efb	QJ
0x00000e37	KL
0x00000e37	KL
0x00000e79	ML
0x00000e79	ML
0x8110df7d	FL_INT_B
0x8110df7d	FL_INT_B
0x00000d91	FK
0x00000d91	FK
0x00000dd3	HK
0x00000dd3	HK
0x00000e57	LK
0x00000e57	LK
0x00000e56	LJ
0x00000e56	LJ
0x00000e15	JK
0x00000e15	JK
0x00000f3c	SI
0x00000f3c	SI
0x00000f1b	RI
0x00000f1b	RI
0x00000d4f	DK
0x00000d4f	DK
0x94cf0a9b	EL_INT_A
0x94cf0a9b	EL_INT_A
0x00000db2	GK
0x00000db2	GK
0x00000df4	IK
0x00000df4	IK
0x00000d70	EK
0x00000d70	EK
0x00000eba	OK
0x00000eba	OK
0x00000e35	KJ
0x00000e35	KJ
0x00000e36	KK
0x00000e36	KK
0x00000efc	QK
0x00000efc	QK
0x3416a2bb	FK_INT_A
0x3416a2bb	FK_INT_A
0x00000d90	FJ
0x00000d90	FJ
0x00000dd2	HJ
0x00000dd2	HJ
0x00000e98	NJ
0x00000e98	NJ
0x00000eda	PJ
0x00000eda	PJ
0x00000e14	JJ
0x00000e14	JJ
0x00000f1c	RJ
0x00000f1c	RJ
0x00000d4e	DJ
0x00000d4e	DJ
0x00000db1	GJ
0x00000db1	GJ
0x00000df3	IJ
0x00000df3	IJ
0x00000eb9	OJ
0x00000eb9	OJ
0x00000e77	MJ
0x00000e77	MJ
0x00000d6f	EJ
0x00000d6f	EJ
0x00000d8f	FI
0x00000d8f	FI
0x00000dd1	HI
0x00000dd1	HI
0x00000e97	NI
0x00000e97	NI
0x00000e13	JI
0x00000e13	JI
0x00000d4d	DI
0x00000d4d	DI
0x00000e55	LI
0x00000e55	LI
0x00000ed9	PI
0x00000ed9	PI
0x00000db0	GI
0x00000db0	GI
0x00000df2	II
0x00000df2	II
0x00000eb8	OI
0x00000eb8	OI
0x00000e34	KI
0x00000e34	KI
0x00000d6e	EI
0x00000d6e	EI
0x00000e76	MI
0x00000e76	MI
0x00000efa	QI
0x00000efa	QI
0x00000d2c	CI
0x00000d2c	CI
0x0a9bdcc2	LL_INT_A
0x0a9bdcc2	LL_INT_A
0x00000d8e	FH
0x00000d8e	FH
0x00000dd0	HH
0x00000dd0	HH
0x00000e96	NH
0x00000e96	NH
0x00000e12	JH
0x00000e12	JH
0x00000ed8	PH
0x00000ed8	PH
0x00000e54	LH
0x00000e54	LH
0x00000d4c	DH
0x00000d4c	DH
0x00000f1a	RH
0x00000f1a	RH
0x376b519e	KI_INT_A
0x376b519e	KI_INT_A
0xfe2f3ffc	JH_INT_A
0xfe2f3ffc	JH_INT_A
0x00000daf	GH
0x00000daf	GH
0x00000df1	IH
0x00000df1	IH
0x00000eb7	OH
0x00000eb7	OH
0x00000ef9	QH
0x00000ef9	QH
0x00000e75	MH
0x00000e75	MH
0x00000e33	KH
0x00000e33	KH
0x00000d2b	CH
0x00000d2b	CH
0x00000d6d	EH
0x00000d6d	EH
0x00000f3b	SH
0x00000f3b	SH
0x00000ce9	AH
0x00000ce9	AH
0x73fc1224	QH_INT_B
0x73fc1224	QH_INT_B
0x73fc1223	QH_INT_A
0x73fc1223	QH_INT_A
0x00000d8d	FG
0x00000d8d	FG
0x00000dcf	HG
0x00000dcf	HG
0x00000e11	JG
0x00000e11	JG
0x00000d4b	DG
0x00000d4b	DG
0x00000e95	NG
0x00000e95	NG
0x00000ed7	PG
0x00000ed7	PG
0x00000e53	LG
0x00000e53	LG
0x00000f19	RG
0x00000f19	RG
0x00000f5b	TG
0x00000f5b	TG
0x00000d09	BG
0x00000d09	BG
0x27aa05f6	DG_INT_B
0x27aa05f6	DG_INT_B
0xd8b15979	HG_INT_A
0xd8b15979	HG_INT_A
0x7552514c	ZG_INT_B
0x7552514c	ZG_INT_B
0x7552514f	ZG_INT_E
0x7552514f	ZG_INT_E
0x7552514d	ZG_INT_C
0x7552514d	ZG_INT_C
0x7552514b	ZG_INT_A
0x7552514b	ZG_INT_A
0x75525151	ZG_INT_G
0x75525151	ZG_INT_G
0x002dafb7	FG_INT_A
0x002dafb7	FG_INT_A
0x75525150	ZG_INT_F
0x75525150	ZG_INT_F
0x27aa05f5	DG_INT_A
0x27aa05f5	DG_INT_A
0x75525152	ZG_INT_H
0x75525152	ZG_INT_H
0x75525153	ZG_INT_I
0x75525153	ZG_INT_I
0x75525154	ZG_INT_J
0x75525154	ZG_INT_J
0x7552514e	ZG_INT_D
0x7552514e	ZG_INT_D
0x00000dae	GG
0x00000dae	GG
0x00000df0	IG
0x00000df0	IG
0x00000d6c	EG
0x00000d6c	EG
0x00000e74	MG
0x00000e74	MG
0x00000eb6	OG
0x00000eb6	OG
0x00000e32	KG
0x00000e32	KG
0x00000d2a	CG
0x00000d2a	CG
0x00000ef8	QG
0x00000ef8	QG
0x00000f3a	SG
0x00000f3a	SG
0x00000ce8	AG
0x00000ce8	AG
0x9d76d81c	KG_INT_A
0x9d76d81c	KG_INT_A
0x00000d8c	FF
0x00000d8c	FF
0x00000dce	HF
0x00000dce	HF
0x00000e10	JF
0x00000e10	JF
0x00000e52	LF
0x00000e52	LF
0x00000e94	NF
0x00000e94	NF
0x00000d4a	DF
0x00000d4a	DF
0x00000ed6	PF
0x00000ed6	PF
0x00000f18	RF
0x00000f18	RF
0x00000d08	BF
0x00000d08	BF
0x3cbe703c	LF_INT_A
0x3cbe703c	LF_INT_A
0xdaafc934	DF_INT_A
0xdaafc934	DF_INT_A
0x00000dad	GF
0x00000dad	GF
0x00000def	IF
0x00000def	IF
0x00000e31	KF
0x00000e31	KF
0x00000e73	MF
0x00000e73	MF
0x00000eb5	OF
0x00000eb5	OF
0x00000d29	CF
0x00000d29	CF
0x00000d6b	EF
0x00000d6b	EF
0x00000f39	SF
0x00000f39	SF
0x00000f7b	UF
0x00000f7b	UF
0x00000ce7	AF
0x00000ce7	AF
0x00000ef7	QF
0x00000ef7	QF
0x77f8f199	IF_INT_A
0x77f8f199	IF_INT_A
0x77f8f19a	IF_INT_B
0x77f8f19a	IF_INT_B
0x8b0eec25	UF_INT_A
0x8b0eec25	UF_INT_A
0x00000d8b	FE
0x00000d8b	FE
0x00000dcd	HE
0x00000dcd	HE
0x00000e0f	JE
0x00000e0f	JE
0x00000e51	LE
0x00000e51	LE
0x00000e93	NE
0x00000e93	NE
0x00000d49	DE
0x00000d49	DE
0x00000d07	BE
0x00000d07	BE
0x00000f17	RE
0x00000f17	RE
0x00000ed5	PE
0x00000ed5	PE
0x00000eb4	OE
0x00000eb4	OE
0x00000dac	GE
0x00000dac	GE
0x00000dee	IE
0x00000dee	IE
0x00000e30	KE
0x00000e30	KE
0x00000e72	ME
0x00000e72	ME
0x00000d28	CE
0x00000d28	CE
0x00000d6a	EE
0x00000d6a	EE
0x00000ce6	AE
0x00000ce6	AE
0x00000ef6	QE
0x00000ef6	QE
0xa173b792	CE_INT_A
0xa173b792	CE_INT_A
0x00000e0e	JD
0x00000e0e	JD
0x00000e50	LD
0x00000e50	LD
0x00000d06	BD
0x00000d06	BD
0x00000d48	DD
0x00000d48	DD
0x00000ed4	PD
0x00000ed4	PD
0x00000e92	ND
0x00000e92	ND
0x00000dcc	HD
0x00000dcc	HD
0x00000d8a	FD
0x00000d8a	FD
0x00000f16	RD
0x00000f16	RD
0x00000eb3	OD
0x00000eb3	OD
0x00000e71	MD
0x00000e71	MD
0x00000d27	CD
0x00000d27	CD
0x00000d69	ED
0x00000d69	ED
0x00000e2f	KD
0x00000e2f	KD
0x00000ded	ID
0x00000ded	ID
0x00000dab	GD
0x00000dab	GD
0x00000e4f	LC
0x00000e4f	LC
0x00000d05	BC
0x00000d05	BC
0x00000d47	DC
0x00000d47	DC
0x00000ed3	PC
0x00000ed3	PC
0x00000e0d	JC
0x00000e0d	JC
0x00000d68	EC
0x00000d68	EC
0x00000dec	IC
0x00000dec	IC
0x00000e91	NC
0x00000e91	NC
0x00000e0c	JB
0x00000e0c	JB
0x00000d89	FC
0x00000d89	FC
0x00000e70	MC
0x00000e70	MC
0x00000e2e	KC
0x00000e2e	KC
0x00000dcb	HC
0x00000dcb	HC
0x00000daa	GC
0x00000daa	GC
0x00000d26	CC
0x00000d26	CC
0xdc8ad825	BOOM_MIC
0x51006bcd	FE_HEALTH_METER_OPEN
0xd43259e6	MAX_HIT_POINTS
0x175c2de1	HIT_POINTS
0x6f804248	SUBDUED_POINTS
0xcddf60e9	KNOCK_DOWN_POINTS
0xfd77187d	ARMOR_POINTS
0xd43259e6	MAX_HIT_POINTS
0xd43259e6	MAX_HIT_POINTS
0x175c2de1	HIT_POINTS
0x6f804248	SUBDUED_POINTS
0xcddf60e9	KNOCK_DOWN_POINTS
0xfd77187d	ARMOR_POINTS
0xd43259e6	MAX_HIT_POINTS
0x175c2de1	HIT_POINTS
0x175c2de1	HIT_POINTS
0xf38b6178	SWING_SPEED
0xb3fced8a	HERO_POINTS
0xbb836aec	UPG_MINIMAP_PTS
0x5bb2a6dc	UPG_IMPACT_WEB_PTS
0xb69f390b	UPG_HERO_METER_PTS
0x4391b6e6	UPG_2ND_CHANCE_PTS
0xdb6f7692	UPG_SPEED_PTS
0xd669e599	UPG_UNDERDOG_PTS
0xfca8a691	HERO_METER_LEVEL_1
0xfca8a692	HERO_METER_LEVEL_2
0xfca8a693	HERO_METER_LEVEL_3
0x2f775a2a	CUR_HERO_METER_LEVEL
0x28653dcf	CUR_HERO_METER_POINTS
0xe3368783	OPT_SCORE_DISPLAY
0x20e5771c	OPT_CONT_1_RUMBLE
0xc136cec8	OPT_AUDIO_MODE
0x28d2aef6	OPT_LEVELS_GAME
0x43a032bd	OPT_LEVELS_MUSIC
0xc80fbfbb	OPT_CONT_CONFIG
0xb28e5b54	MINI_MAP_ENABLED
0xe34e7d21	ENABLE_WEB_SHOT
0xe34660e8	ENABLE_WEB_DOME
0xf3a907a2	ENABLE_ADV_WEB_DOME
0xd52cd9d3	ENABLE_WEB_GLOVES
0x88d4170d	ENABLE_ADV_WEB_GLOVES
0xbd3def81	ENABLE_IMPACT_WEB
0x70e52cbb	ENABLE_ADV_IMPACT_WEB
0xcc129016	ENABLE_WEB_COWBOY
0xe351a976	ENABLE_WEB_YANK
0xa782104d	ENABLE_YANK_MANIP
0xabd4eb8d	ENABLE_ZIP_WEB_ATTACK
0x795e80a5	ENABLE_SWING_CANNONBALL
0xd3fd754b	ENABLE_DIRECTIONAL_ATTACK
0x1de5a136	ENABLE_DIRECTIONAL_DODGE
0x254937f3	DIFFICULTY
0x6812b47f	RUN_SENSITIVITY
0xe088b3ca	CHAR_REL_MOVEMENT
0xf0799bc2	CRAWL_CHAR_REL_MOVEMENT
0x4dee4f6c	SHOW_STYLE_SCORE
0xa09a47e3	HERO_HEALTH
0xd9db564f	HERO_TYPE
0xf38b6178	SWING_SPEED
0xf38b6178	SWING_SPEED
0xb3fced8a	HERO_POINTS
0xbb836aec	UPG_MINIMAP_PTS
0x5bb2a6dc	UPG_IMPACT_WEB_PTS
0xb69f390b	UPG_HERO_METER_PTS
0x4391b6e6	UPG_2ND_CHANCE_PTS
0xdb6f7692	UPG_SPEED_PTS
0xd669e599	UPG_UNDERDOG_PTS
0xfca8a691	HERO_METER_LEVEL_1
0xfca8a692	HERO_METER_LEVEL_2
0xfca8a693	HERO_METER_LEVEL_3
0x2f775a2a	CUR_HERO_METER_LEVEL
0x28653dcf	CUR_HERO_METER_POINTS
0xe3368783	OPT_SCORE_DISPLAY
0x20e5771c	OPT_CONT_1_RUMBLE
0xc136cec8	OPT_AUDIO_MODE
0x28d2aef6	OPT_LEVELS_GAME
0x43a032bd	OPT_LEVELS_MUSIC
0xc80fbfbb	OPT_CONT_CONFIG
0xb28e5b54	MINI_MAP_ENABLED
0xe34e7d21	ENABLE_WEB_SHOT
0xe34660e8	ENABLE_WEB_DOME
0xf3a907a2	ENABLE_ADV_WEB_DOME
0xd52cd9d3	ENABLE_WEB_GLOVES
0x88d4170d	ENABLE_ADV_WEB_GLOVES
0xbd3def81	ENABLE_IMPACT_WEB
0x70e52cbb	ENABLE_ADV_IMPACT_WEB
0xcc129016	ENABLE_WEB_COWBOY
0xe351a976	ENABLE_WEB_YANK
0xa782104d	ENABLE_YANK_MANIP
0xabd4eb8d	ENABLE_ZIP_WEB_ATTACK
0x795e80a5	ENABLE_SWING_CANNONBALL
0xd3fd754b	ENABLE_DIRECTIONAL_ATTACK
0x1de5a136	ENABLE_DIRECTIONAL_DODGE
0x254937f3	DIFFICULTY
0x6812b47f	RUN_SENSITIVITY
0xe088b3ca	CHAR_REL_MOVEMENT
0xf0799bc2	CRAWL_CHAR_REL_MOVEMENT
0x4dee4f6c	SHOW_STYLE_SCORE
0xa09a47e3	HERO_HEALTH
0xd9db564f	HERO_TYPE
0xf38b6178	SWING_SPEED
0x7fc10647	CITY_EVENTS_COMPLETED_TOT_COUNT
0xb3fced8a	HERO_POINTS
0xbb836aec	UPG_MINIMAP_PTS
0x5bb2a6dc	UPG_IMPACT_WEB_PTS
0xb69f390b	UPG_HERO_METER_PTS
0x4391b6e6	UPG_2ND_CHANCE_PTS
0xdb6f7692	UPG_SPEED_PTS
0xd669e599	UPG_UNDERDOG_PTS
0xfca8a691	HERO_METER_LEVEL_1
0xfca8a692	HERO_METER_LEVEL_2
0xfca8a693	HERO_METER_LEVEL_3
0x2f775a2a	CUR_HERO_METER_LEVEL
0x28653dcf	CUR_HERO_METER_POINTS
0xe3368783	OPT_SCORE_DISPLAY
0x20e5771c	OPT_CONT_1_RUMBLE
0xc136cec8	OPT_AUDIO_MODE
0x28d2aef6	OPT_LEVELS_GAME
0x43a032bd	OPT_LEVELS_MUSIC
0xc80fbfbb	OPT_CONT_CONFIG
0xb28e5b54	MINI_MAP_ENABLED
0xe34e7d21	ENABLE_WEB_SHOT
0xe34660e8	ENABLE_WEB_DOME
0xf3a907a2	ENABLE_ADV_WEB_DOME
0xd52cd9d3	ENABLE_WEB_GLOVES
0x88d4170d	ENABLE_ADV_WEB_GLOVES
0xbd3def81	ENABLE_IMPACT_WEB
0x70e52cbb	ENABLE_ADV_IMPACT_WEB
0xcc129016	ENABLE_WEB_COWBOY
0xe351a976	ENABLE_WEB_YANK
0xa782104d	ENABLE_YANK_MANIP
0xabd4eb8d	ENABLE_ZIP_WEB_ATTACK
0x795e80a5	ENABLE_SWING_CANNONBALL
0xd3fd754b	ENABLE_DIRECTIONAL_ATTACK
0x1de5a136	ENABLE_DIRECTIONAL_DODGE
0x254937f3	DIFFICULTY
0x6812b47f	RUN_SENSITIVITY
0xe088b3ca	CHAR_REL_MOVEMENT
0xf0799bc2	CRAWL_CHAR_REL_MOVEMENT
0x4dee4f6c	SHOW_STYLE_SCORE
0xa09a47e3	HERO_HEALTH
0xd9db564f	HERO_TYPE
0xf38b6178	SWING_SPEED
0x5f175fe8	CAM_INVERTED_X
0x5f175fe9	CAM_INVERTED_Y
0xcefb1f03	SPEED_DEMON
0x4f3e555a	YOURE_AMAZING
0xdf963505	ERRAND_BOY
0x5b5df19a	BETTER_TO_DO
0xf5077a5f	FANBOY
0xea456016	ANGSTY
0xd07985ef	SECRET_IDENTITY
0x0862aef1	STYLE
0x965470a8	FASHION
0xded3f90f	PICTURES
0x072f6c4c	BUNNY
0xc8c2adf9	CLOBBER
0x493456d6	SCRAP_HEAP
0x798d0c63	SILVER_SPOON
0x2bb029de	KUNG_FU_FIGHTING
0xb4ad8bbb	BIG_TIME_SUPER_HERO
0xdf217211	ENJOY_THE_SUNSHINE
0x8344ab8d	TIME_PLAYED
0xd2d0f509	STORY_PERCENT_COMPLETE
0x22e91c7c	STORY_MISSION_FAILURES
0x83fe2c31	STORY_MISSIONS_COMPLETED
0x8db44897	SPIDEY_RACES_COMPLETED
0x285ff85b	MILES_RUN_SPIDEY
0x4ff0ece8	MILES_CRAWLED_SPIDEY
0x4a43adfc	MILES_WEB_SWINGING
0x23b90cd7	MILES_WEB_ZIPPING
0x53965741	WEB_FLUID_USED
0x70b0bd75	YANCY_DEFEATED
0x55257b73	DIE_CASTEDEFEATED
0x59f7b3d4	HIGH_ROLLERSDEFEATED
0xaf944d6a	FOU_TOU_BANGDEFEATED
0x132ea38e	VENOM_RACES_COMPLETED
0xda9fdbb2	MILES_RUN_VENOM
0x486df29f	MILES_CRAWLED_VENOM
0x9764e540	MILES_LOCOMOTION_JUMPED
0xae876c31	PEOPLE_EATEN
0xc2e55d4a	CARS_THROWN
0x552a4f3a	VENOM_HOT_PERSUIT
0x1d33390a	TOKENS_COLLECTED_COUNT
0x184a7e2d	RACE_POINTS_EARNED_COUNT
0x07651856	COMBAT_TOURS_COMPLETED_COUNT
0x50dbc511	CITY_EVENTS_COMPLETED_COUNT
0x42159927	TOKENS_COLLECTED_MAX
0x3b43398a	RACE_POINTS_EARNED_MAX
0x6f6f3573	COMBAT_TOURS_COMPLETED_MAX
0x084d776e	CITY_EVENTS_COMPLETED_MAX
0xd233cec0	TOKENS_COLLECTED_TOT_COUNT
0x63deed63	RACE_POINTS_EARNED_TOT_COUNT
0x359c740c	COMBAT_TOURS_COMPLETED_TOT_COUNT
0x7fc10647	CITY_EVENTS_COMPLETED_TOT_COUNT
0x1364f324	CITY_EVENTS_COMPLETED_TOT_MAX
0xb3fced8a	HERO_POINTS
0xbb836aec	UPG_MINIMAP_PTS
0x5bb2a6dc	UPG_IMPACT_WEB_PTS
0xb69f390b	UPG_HERO_METER_PTS
0x4391b6e6	UPG_2ND_CHANCE_PTS
0xdb6f7692	UPG_SPEED_PTS
0xd669e599	UPG_UNDERDOG_PTS
0xfca8a691	HERO_METER_LEVEL_1
0xfca8a692	HERO_METER_LEVEL_2
0xfca8a693	HERO_METER_LEVEL_3
0x2f775a2a	CUR_HERO_METER_LEVEL
0x28653dcf	CUR_HERO_METER_POINTS
0xe3368783	OPT_SCORE_DISPLAY
0x20e5771c	OPT_CONT_1_RUMBLE
0xc136cec8	OPT_AUDIO_MODE
0x28d2aef6	OPT_LEVELS_GAME
0x43a032bd	OPT_LEVELS_MUSIC
0xc80fbfbb	OPT_CONT_CONFIG
0xb28e5b54	MINI_MAP_ENABLED
0xe34e7d21	ENABLE_WEB_SHOT
0xe34660e8	ENABLE_WEB_DOME
0xf3a907a2	ENABLE_ADV_WEB_DOME
0xd52cd9d3	ENABLE_WEB_GLOVES
0x88d4170d	ENABLE_ADV_WEB_GLOVES
0xbd3def81	ENABLE_IMPACT_WEB
0x70e52cbb	ENABLE_ADV_IMPACT_WEB
0xcc129016	ENABLE_WEB_COWBOY
0xe351a976	ENABLE_WEB_YANK
0xa782104d	ENABLE_YANK_MANIP
0xabd4eb8d	ENABLE_ZIP_WEB_ATTACK
0x795e80a5	ENABLE_SWING_CANNONBALL
0xd3fd754b	ENABLE_DIRECTIONAL_ATTACK
0x1de5a136	ENABLE_DIRECTIONAL_DODGE
0x254937f3	DIFFICULTY
0x6812b47f	RUN_SENSITIVITY
0xe088b3ca	CHAR_REL_MOVEMENT
0xf0799bc2	CRAWL_CHAR_REL_MOVEMENT
0x4dee4f6c	SHOW_STYLE_SCORE
0xa09a47e3	HERO_HEALTH
0xd9db564f	HERO_TYPE
0xf38b6178	SWING_SPEED
0x5f175fe8	CAM_INVERTED_X
0x5f175fe9	CAM_INVERTED_Y
0xcefb1f03	SPEED_DEMON
0x4f3e555a	YOURE_AMAZING
0xdf963505	ERRAND_BOY
0x5b5df19a	BETTER_TO_DO
0xf5077a5f	FANBOY
0xea456016	ANGSTY
0xd07985ef	SECRET_IDENTITY
0x0862aef1	STYLE
0x965470a8	FASHION
0xded3f90f	PICTURES
0x072f6c4c	BUNNY
0xc8c2adf9	CLOBBER
0x493456d6	SCRAP_HEAP
0x798d0c63	SILVER_SPOON
0x2bb029de	KUNG_FU_FIGHTING
0xb4ad8bbb	BIG_TIME_SUPER_HERO
0xdf217211	ENJOY_THE_SUNSHINE
0x8344ab8d	TIME_PLAYED
0xd2d0f509	STORY_PERCENT_COMPLETE
0x22e91c7c	STORY_MISSION_FAILURES
0x83fe2c31	STORY_MISSIONS_COMPLETED
0x8db44897	SPIDEY_RACES_COMPLETED
0x285ff85b	MILES_RUN_SPIDEY
0x4ff0ece8	MILES_CRAWLED_SPIDEY
0x4a43adfc	MILES_WEB_SWINGING
0x23b90cd7	MILES_WEB_ZIPPING
0x53965741	WEB_FLUID_USED
0x70b0bd75	YANCY_DEFEATED
0x55257b73	DIE_CASTEDEFEATED
0x59f7b3d4	HIGH_ROLLERSDEFEATED
0xaf944d6a	FOU_TOU_BANGDEFEATED
0x132ea38e	VENOM_RACES_COMPLETED
0xda9fdbb2	MILES_RUN_VENOM
0x486df29f	MILES_CRAWLED_VENOM
0x9764e540	MILES_LOCOMOTION_JUMPED
0xae876c31	PEOPLE_EATEN
0xc2e55d4a	CARS_THROWN
0x552a4f3a	VENOM_HOT_PERSUIT
0x1d33390a	TOKENS_COLLECTED_COUNT
0x184a7e2d	RACE_POINTS_EARNED_COUNT
0x07651856	COMBAT_TOURS_COMPLETED_COUNT
0x50dbc511	CITY_EVENTS_COMPLETED_COUNT
0x42159927	TOKENS_COLLECTED_MAX
0x3b43398a	RACE_POINTS_EARNED_MAX
0x6f6f3573	COMBAT_TOURS_COMPLETED_MAX
0x084d776e	CITY_EVENTS_COMPLETED_MAX
0xd233cec0	TOKENS_COLLECTED_TOT_COUNT
0x63deed63	RACE_POINTS_EARNED_TOT_COUNT
0x359c740c	COMBAT_TOURS_COMPLETED_TOT_COUNT
0x7fc10647	CITY_EVENTS_COMPLETED_TOT_COUNT
0x5369495d	TOKENS_COLLECTED_TOT_MAX
0x71666340	RACE_POINTS_EARNED_TOT_MAX
0x91902ba9	COMBAT_TOURS_COMPLETED_TOT_MAX
0x1364f324	CITY_EVENTS_COMPLETED_TOT_MAX
0x50dbc511	CITY_EVENTS_COMPLETED_COUNT
0xb3fced8a	HERO_POINTS
0xbb836aec	UPG_MINIMAP_PTS
0x5bb2a6dc	UPG_IMPACT_WEB_PTS
0xb69f390b	UPG_HERO_METER_PTS
0x4391b6e6	UPG_2ND_CHANCE_PTS
0xdb6f7692	UPG_SPEED_PTS
0xd669e599	UPG_UNDERDOG_PTS
0xfca8a691	HERO_METER_LEVEL_1
0xfca8a692	HERO_METER_LEVEL_2
0xfca8a693	HERO_METER_LEVEL_3
0x2f775a2a	CUR_HERO_METER_LEVEL
0x28653dcf	CUR_HERO_METER_POINTS
0xe3368783	OPT_SCORE_DISPLAY
0x20e5771c	OPT_CONT_1_RUMBLE
0xc136cec8	OPT_AUDIO_MODE
0x28d2aef6	OPT_LEVELS_GAME
0x43a032bd	OPT_LEVELS_MUSIC
0xc80fbfbb	OPT_CONT_CONFIG
0xb28e5b54	MINI_MAP_ENABLED
0xe34e7d21	ENABLE_WEB_SHOT
0xe34660e8	ENABLE_WEB_DOME
0xf3a907a2	ENABLE_ADV_WEB_DOME
0xd52cd9d3	ENABLE_WEB_GLOVES
0x88d4170d	ENABLE_ADV_WEB_GLOVES
0xbd3def81	ENABLE_IMPACT_WEB
0x70e52cbb	ENABLE_ADV_IMPACT_WEB
0xcc129016	ENABLE_WEB_COWBOY
0xe351a976	ENABLE_WEB_YANK
0xa782104d	ENABLE_YANK_MANIP
0xabd4eb8d	ENABLE_ZIP_WEB_ATTACK
0x795e80a5	ENABLE_SWING_CANNONBALL
0xd3fd754b	ENABLE_DIRECTIONAL_ATTACK
0x1de5a136	ENABLE_DIRECTIONAL_DODGE
0x254937f3	DIFFICULTY
0x6812b47f	RUN_SENSITIVITY
0xe088b3ca	CHAR_REL_MOVEMENT
0xf0799bc2	CRAWL_CHAR_REL_MOVEMENT
0x4dee4f6c	SHOW_STYLE_SCORE
0xa09a47e3	HERO_HEALTH
0xd9db564f	HERO_TYPE
0xf38b6178	SWING_SPEED
